customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,segment
136,235,4,1359.6599999999999,4,4,4,Champions
1958,802,3,1357.95,1,3,4,Needs Attention
1427,215,3,1353.13,4,3,4,New / Promising
451,343,2,1352.43,3,2,4,Needs Attention
2330,3,1,1352.35,5,1,4,New / Promising
1910,956,3,1351.45,1,3,4,Needs Attention
2121,216,3,1349.5900000000001,4,3,4,New / Promising
2291,341,6,1341.08,3,4,4,At Risk
1661,445,4,1338.81,3,4,4,At Risk
20,42,3,1338.25,5,3,4,New / Promising
1349,234,1,1331.44,4,1,4,New / Promising
1664,815,3,1329.75,1,3,4,Needs Attention
225,255,5,1329.4600000000003,4,4,4,Champions
330,873,5,1324.26,1,4,4,Needs Attention
316,453,5,1318.0500000000002,3,4,4,At Risk
2050,738,3,1317.0500000000002,1,3,4,Needs Attention
1631,15,7,1316.7200000000003,5,5,4,Champions
2249,4,6,1314.71,5,4,4,Champions
2667,658,3,1314,2,3,4,At Risk
586,474,3,1311.4099999999999,3,3,4,At Risk
2693,873,1,1306.24,1,1,4,Lost
1683,826,3,1305.48,1,3,4,Needs Attention
2737,74,3,1302.49,5,4,4,Champions
2869,23,8,1302.31,5,5,4,Champions
2898,38,3,1300.4299999999998,5,3,4,New / Promising
2623,305,9,1296.31,3,5,4,At Risk
201,61,3,1293.53,5,3,4,New / Promising
1705,474,3,1292.44,3,3,4,At Risk
308,666,2,1285.37,2,2,4,Lost
1759,931,2,1282.94,1,3,4,Needs Attention
1932,543,5,1282.22,2,4,4,At Risk
2877,452,5,1280.4299999999998,3,4,4,At Risk
2011,160,4,1280.27,4,4,4,Champions
1379,960,3,1278.96,1,3,4,Needs Attention
2039,96,6,1276.61,4,4,4,Champions
2060,423,1,1275.27,3,1,4,Needs Attention
1829,8,2,1268.8,5,2,4,New / Promising
2051,628,2,1266.6299999999999,2,2,4,Lost
1013,220,3,1263.6399999999999,4,3,4,New / Promising
287,858,3,1256.54,1,3,4,Needs Attention
1425,894,1,1253.7,1,1,4,Lost
2045,419,6,1250.9600000000003,3,4,4,At Risk
1060,525,4,1248.6499999999999,2,4,4,At Risk
2574,38,7,1248.6,5,5,4,Champions
1290,263,3,1247.1799999999998,4,4,4,Champions
1307,602,8,1245.6100000000001,2,5,4,At Risk
2340,697,5,1244.4900000000002,2,4,4,At Risk
1604,506,2,1242.74,2,2,4,Lost
1122,998,3,1242.4900000000002,1,3,4,Needs Attention
1819,248,5,1241.6399999999999,4,4,4,Champions
985,317,5,1240.72,3,4,4,At Risk
1924,19,5,1240.54,5,4,4,Champions
2027,26,5,1239.04,5,4,4,Champions
3,5,2,1235.8700000000001,5,2,4,New / Promising
1575,75,3,1235.8100000000002,5,3,4,New / Promising
1463,793,7,1235.3700000000001,1,5,4,Needs Attention
1972,508,5,1234.79,2,4,4,At Risk
1386,162,2,1230.72,4,2,4,New / Promising
1599,16,6,1230.22,5,4,4,Champions
62,833,7,1226.5700000000002,1,5,4,Needs Attention
693,691,3,1224.31,2,4,4,At Risk
1967,379,4,1223.87,3,4,4,At Risk
489,667,4,1221.16,2,4,4,At Risk
1281,319,6,1217.4299999999998,3,5,4,At Risk
660,676,3,1215.53,2,4,4,At Risk
531,470,6,1215.51,3,5,4,At Risk
197,611,6,1215.47,2,4,4,At Risk
2971,58,5,1213.9499999999998,5,4,4,Champions
233,35,5,1213.16,5,4,4,Champions
527,14,5,1208.23,5,4,4,Champions
2084,446,2,1207.38,3,3,4,At Risk
378,961,3,1203.12,1,3,4,Needs Attention
2375,46,4,1202.98,5,4,4,Champions
1843,145,5,1201.8700000000001,4,4,4,Champions
1154,28,3,1197.7,5,3,4,New / Promising
1236,486,5,1194.9699999999998,3,4,4,At Risk
2977,134,4,1189.77,4,4,4,Champions
446,694,3,1186.3700000000001,2,3,4,At Risk
2871,491,6,1186.1000000000001,3,5,4,At Risk
2546,573,5,1185.21,2,4,4,At Risk
2768,913,2,1185.15,1,2,4,Lost
1699,47,2,1183.6100000000001,5,3,4,New / Promising
1387,487,4,1181.0600000000002,3,4,4,At Risk
2221,453,5,1180.62,3,4,4,At Risk
404,811,2,1177.09,1,3,4,Needs Attention
2390,344,7,1171.6299999999999,3,5,4,At Risk
1006,12,5,1168.77,5,4,4,Champions
2097,1062,2,1167.9299999999998,1,2,4,Lost
1918,184,2,1167.42,4,3,4,New / Promising
1421,719,3,1166.07,2,3,4,At Risk
2228,10,5,1165.42,5,4,4,Champions
1480,756,3,1162.5900000000001,1,3,4,Needs Attention
1311,845,3,1161.77,1,3,4,Needs Attention
1828,465,5,1157.07,3,4,4,At Risk
1548,947,3,1153.8799999999999,1,3,4,Needs Attention
746,461,3,1151.47,3,3,4,At Risk
2688,446,2,1151.22,3,3,4,At Risk
2946,157,6,1150.25,4,4,4,Champions
2525,749,3,1150.21,1,3,4,Needs Attention
1813,795,2,1149.8700000000001,1,3,4,Needs Attention
729,457,5,1148.34,3,4,4,At Risk
2320,459,7,1144.47,3,5,4,At Risk
2561,826,3,1143.41,1,3,4,Needs Attention
1775,208,3,1139.73,4,3,4,New / Promising
2606,598,2,1136.08,2,2,4,Lost
2825,39,6,1135.92,5,4,4,Champions
758,722,3,1135.8600000000001,2,3,4,At Risk
106,899,2,1135.65,1,2,4,Lost
1635,86,3,1135.45,5,3,4,New / Promising
2936,619,4,1134.6399999999999,2,4,4,At Risk
1176,849,3,1134.27,1,3,4,Needs Attention
1899,512,5,1133.7699999999998,2,4,4,At Risk
913,19,3,1132.72,5,3,4,New / Promising
1959,10,2,1130.1799999999998,5,2,4,New / Promising
1632,648,3,1126.63,2,3,4,At Risk
1540,233,3,1124.86,4,3,4,New / Promising
320,927,3,1124.16,1,3,4,Needs Attention
231,839,4,1118.98,1,4,4,Needs Attention
2066,12,2,1118.51,5,2,4,New / Promising
1572,602,6,1117.89,2,4,4,At Risk
2769,381,1,1116.41,3,1,4,Needs Attention
2176,364,2,1115.99,3,2,4,Needs Attention
1267,80,8,1112.9,5,5,4,Champions
1681,867,3,1111.77,1,3,4,Needs Attention
302,393,4,1111.2,3,4,4,At Risk
269,986,2,1109.3700000000001,1,2,4,Lost
2527,712,3,1109.2,2,3,4,At Risk
2133,850,4,1106.45,1,4,4,Needs Attention
452,92,2,1105.91,4,3,4,New / Promising
1802,83,3,1104.8,5,3,4,New / Promising
2455,201,6,1104.02,4,4,4,Champions
1537,639,7,1103.1000000000001,2,5,4,At Risk
1080,105,4,1102.11,4,4,4,Champions
1837,50,5,1101.92,5,4,4,Champions
1641,82,5,1101.53,5,4,4,Champions
1590,965,2,1100.97,1,3,4,Needs Attention
2747,190,5,1100.0900000000001,4,4,4,Champions
972,808,2,1099.95,1,3,4,Needs Attention
1687,58,3,1098.32,5,3,4,New / Promising
1900,250,3,1097.82,4,3,4,New / Promising
2262,6,5,1094.49,5,4,4,Champions
2509,177,5,1094.03,4,4,4,Champions
2227,312,3,1093.12,3,3,3,At Risk
2354,94,3,1092.1000000000001,4,3,3,New / Promising
2687,1005,2,1091.05,1,2,3,Lost
1734,313,3,1090.49,3,3,3,At Risk
2531,763,7,1084.6100000000001,1,5,3,Needs Attention
2621,187,2,1080.82,4,3,3,New / Promising
2217,156,3,1079.54,4,3,3,New / Promising
2163,396,3,1078.6100000000001,3,3,3,At Risk
1503,496,4,1077.69,3,4,3,At Risk
50,143,5,1076.84,4,4,3,Champions
402,5,3,1072.65,5,3,3,New / Promising
587,720,2,1069.19,2,2,3,Lost
2973,345,6,1068.95,3,4,3,At Risk
1228,690,2,1067.43,2,2,3,Lost
67,384,3,1067.02,3,3,3,At Risk
805,899,2,1065.3200000000002,1,2,3,Lost
93,31,4,1060.3700000000001,5,4,3,Champions
280,766,2,1053.79,1,3,3,Needs Attention
2859,107,3,1053.77,4,3,3,New / Promising
2245,232,5,1053.09,4,4,3,Champions
588,170,1,1049.8,4,1,3,New / Promising
33,865,2,1047.88,1,2,3,Lost
473,870,3,1044.01,1,3,3,Needs Attention
1394,24,3,1043.19,5,3,3,New / Promising
2575,904,3,1042.3000000000002,1,3,3,Needs Attention
995,82,3,1041.81,5,3,3,New / Promising
2149,73,2,1039.74,5,2,3,New / Promising
1866,243,4,1039.1200000000001,4,4,3,Champions
2685,860,2,1038.58,1,2,3,Lost
2448,695,2,1038.39,2,2,3,Lost
2013,223,1,1037.51,4,1,3,New / Promising
498,710,3,1036.6999999999998,2,3,3,At Risk
2960,692,2,1035.18,2,2,3,Lost
1276,731,6,1034.31,2,5,3,At Risk
1622,307,5,1032.28,3,4,3,At Risk
1263,216,3,1030.1699999999998,4,3,3,New / Promising
1908,136,2,1029.91,4,2,3,New / Promising
1821,610,2,1026.92,2,2,3,Lost
1721,148,5,1026.1,4,4,3,Champions
1030,649,7,1024.68,2,5,3,At Risk
278,702,1,1024.66,2,2,3,Lost
916,191,2,1024.05,4,3,3,New / Promising
2568,433,2,1022.5,3,3,3,At Risk
144,613,3,1022.5,2,3,3,At Risk
1867,648,3,1021.4399999999999,2,3,3,At Risk
1069,905,2,1020.55,1,2,3,Lost
75,278,2,1019.44,4,2,3,New / Promising
479,63,4,1017.46,5,4,3,Champions
2180,391,7,1017.3499999999999,3,5,3,At Risk
1144,341,4,1016.96,3,4,3,At Risk
432,676,4,1015.83,2,4,3,At Risk
667,897,4,1013.47,1,4,3,Needs Attention
680,739,3,1013.4099999999999,1,3,3,Needs Attention
2659,210,3,1012.3499999999999,4,3,3,New / Promising
2652,476,6,1012.08,3,5,3,At Risk
1508,974,3,1010.38,1,3,3,Needs Attention
761,338,2,1010.32,3,2,3,Needs Attention
1679,317,2,1010.09,3,2,3,Needs Attention
52,179,2,1004.77,4,3,3,New / Promising
1647,474,3,1002.73,3,3,3,At Risk
802,701,1,1000.89,2,2,3,Lost
2193,444,5,1000.85,3,4,3,At Risk
1676,936,3,1000.2700000000001,1,3,3,Needs Attention
1689,3,4,992.62,5,4,3,Champions
1344,740,3,990.36,1,3,3,Needs Attention
2666,795,5,988.72,1,4,3,Needs Attention
1947,711,4,988.7,2,4,3,At Risk
511,908,4,987.96999999999991,1,4,3,Needs Attention
1202,60,6,984.04,5,4,3,Champions
297,677,2,981.3,2,2,3,Lost
742,29,2,980.98,5,2,3,New / Promising
2332,37,2,978.04000000000008,5,3,3,New / Promising
1,407,4,976.04,3,4,3,At Risk
1535,274,6,972.75,4,5,3,Champions
2392,374,1,967.07,3,1,3,Needs Attention
2255,582,2,962.22,2,2,3,Lost
2106,559,4,960.82,2,4,3,At Risk
2172,457,7,960.59999999999991,3,5,3,At Risk
867,75,2,960.05,5,3,3,New / Promising
2861,360,5,959.08,3,4,3,At Risk
1602,132,6,958.62,4,4,3,Champions
2627,526,3,950.10000000000014,2,3,3,At Risk
726,418,3,945.16,3,3,3,At Risk
2787,480,3,944.5,3,3,3,At Risk
694,1009,3,943.19,1,3,3,Needs Attention
2647,72,3,940.88,5,3,3,New / Promising
2781,107,1,940.66,4,1,3,New / Promising
2880,482,3,940.45,3,3,3,At Risk
1046,803,5,935.54,1,4,3,Needs Attention
2357,782,4,935.46,1,4,3,Needs Attention
1010,751,4,935.32999999999993,1,4,3,Needs Attention
2134,755,4,935.21,1,4,3,Needs Attention
1579,31,4,935.17,5,4,3,Champions
182,409,2,933.92000000000007,3,3,3,At Risk
2240,592,2,933.8,2,2,3,Lost
2710,357,2,931.75,3,2,3,Needs Attention
472,255,4,931.55,4,4,3,Champions
2681,612,4,930.52,2,4,3,At Risk
1998,235,4,928.88,4,4,3,Champions
607,560,1,926.38,2,1,3,Lost
2655,480,3,924.88,3,3,3,At Risk
2415,776,2,924.46,1,3,3,Needs Attention
1336,25,2,923.43999999999994,5,2,3,New / Promising
1149,430,3,922.22,3,3,3,At Risk
624,596,1,920.38,2,2,3,Lost
2734,236,3,918.43000000000006,4,3,3,New / Promising
2972,601,5,915.38,2,4,3,At Risk
2353,63,4,914.36999999999989,5,4,3,Champions
461,16,2,912.90000000000009,5,2,3,New / Promising
2085,412,1,911.82,3,1,3,Needs Attention
2169,704,3,909.62,2,3,3,At Risk
2882,293,3,906.95999999999992,3,3,3,At Risk
1294,711,4,906.52,2,4,3,At Risk
845,470,1,905.61,3,1,3,Needs Attention
1513,536,3,904.59999999999991,2,3,3,At Risk
2199,141,3,902.09,4,3,3,New / Promising
2393,473,3,901.49,3,4,3,At Risk
1849,28,6,901.18000000000006,5,4,3,Champions
1700,39,5,899.61999999999989,5,4,3,Champions
1771,773,2,898.83,1,3,3,Needs Attention
701,13,2,892.93,5,2,3,New / Promising
1608,766,2,892.90000000000009,1,3,3,Needs Attention
518,387,4,890.04,3,4,3,At Risk
543,710,2,889.99,2,2,3,Lost
1108,359,1,889.62,3,1,3,Needs Attention
2614,506,2,888.98,2,2,3,Lost
2032,1038,2,887.41,1,2,3,Lost
2635,172,1,885.27,4,1,3,New / Promising
2570,977,4,884.7,1,4,3,Needs Attention
1135,86,5,884.55,5,4,3,Champions
193,77,3,884.43000000000006,5,3,3,New / Promising
2545,452,2,884.31,3,3,3,At Risk
1048,728,2,883.97,2,2,3,Lost
219,617,2,882.40000000000009,2,2,3,Lost
2754,184,2,881.17000000000007,4,3,3,New / Promising
1415,915,3,878.84,1,3,3,Needs Attention
2560,124,4,877.63,4,4,3,Champions
1280,552,2,875.75,2,2,3,Lost
582,51,2,875.05000000000007,5,3,3,New / Promising
791,902,2,874.11,1,2,3,Lost
1384,427,5,869.69,3,4,3,At Risk
59,252,3,869.65000000000009,4,3,3,New / Promising
397,28,4,869.15,5,4,3,Champions
869,44,4,869.01,5,4,3,Champions
935,14,5,868.73,5,4,3,Champions
267,44,5,866.58,5,4,3,Champions
1076,650,3,866.13999999999987,2,3,3,At Risk
2573,1,2,865.76,5,2,3,New / Promising
1342,614,3,865.18000000000006,2,3,3,At Risk
2654,928,3,861.21,1,3,3,Needs Attention
2298,187,8,860.56000000000017,4,5,3,Champions
1560,178,3,860.01,4,3,3,New / Promising
2639,143,4,858.46,4,4,3,Champions
2828,342,3,857.59,3,3,3,At Risk
1436,160,5,857.25999999999988,4,4,3,Champions
1761,1033,3,856.66,1,3,3,Needs Attention
2465,883,1,855.01,1,1,3,Lost
1856,581,4,854.83999999999992,2,4,3,At Risk
2611,92,3,854.05,4,3,3,New / Promising
2349,169,3,852.87,4,3,3,New / Promising
823,753,6,851.6400000000001,1,5,3,Needs Attention
896,269,2,851.4,4,3,3,New / Promising
2138,827,2,850.06,1,3,3,Needs Attention
920,323,5,849.84999999999991,3,4,3,At Risk
458,210,3,846.46,4,3,3,New / Promising
725,820,2,842.37,1,3,3,Needs Attention
299,522,3,840.09999999999991,2,3,3,At Risk
2931,379,3,839.97,3,3,3,At Risk
728,332,6,838.1,3,4,3,At Risk
1884,386,2,834.92,3,3,3,At Risk
2241,178,3,828.61,4,3,3,New / Promising
2921,363,3,823.58,3,3,3,At Risk
1393,748,2,821.16000000000008,1,2,3,Lost
636,856,2,816.7,1,2,3,Lost
610,83,2,814.17,5,2,3,New / Promising
2702,718,3,813.04,2,3,3,At Risk
162,967,2,807.65,1,2,3,Lost
2852,50,5,801.52,5,4,3,Champions
2576,944,4,800.78,1,4,3,Needs Attention
2474,335,3,800.27,3,3,3,At Risk
1203,465,2,798.64,3,3,3,At Risk
2148,401,5,797.77,3,4,3,At Risk
2263,10,4,796.96,5,4,3,Champions
2130,438,6,794.22,3,4,3,At Risk
2757,23,2,794.06000000000006,5,2,3,New / Promising
1045,139,2,793.57,4,2,3,New / Promising
1727,251,3,792.76,4,3,3,New / Promising
160,638,2,791.18000000000006,2,2,3,Lost
2918,357,2,788.65,3,2,3,Needs Attention
1718,1005,3,788.12,1,3,3,Needs Attention
1501,376,3,788.03,3,3,3,At Risk
626,713,7,787.7700000000001,2,5,3,At Risk
2162,290,3,787.62,3,3,3,At Risk
627,175,4,786.39,4,4,3,Champions
2098,127,3,786.33,4,4,3,Champions
2668,20,3,783.76,5,3,3,New / Promising
1136,926,2,783.41000000000008,1,2,3,Lost
493,333,3,783.18000000000006,3,3,3,At Risk
2317,558,2,782.2299999999999,2,2,3,Lost
2334,360,1,780.26,3,1,3,Needs Attention
349,374,3,780.14,3,3,3,At Risk
245,373,2,780.07999999999993,3,2,3,Needs Attention
1875,18,4,777.79,5,4,3,Champions
1753,123,2,776.89,4,2,3,New / Promising
1530,572,2,776.07,2,2,3,Lost
385,835,4,773.56,1,4,3,Needs Attention
1306,33,3,772.26,5,3,3,New / Promising
2713,274,5,769.12,4,4,3,Champions
931,465,2,768.59,3,3,3,At Risk
2827,362,3,768.56999999999994,3,3,3,At Risk
1988,734,2,766.63,1,2,3,Lost
843,487,3,765.98,3,3,3,At Risk
1897,39,4,764.89,5,4,3,Champions
1388,904,2,764.63,1,2,3,Lost
151,369,2,764.06,3,2,3,Needs Attention
670,31,2,763.35,5,2,3,New / Promising
910,650,2,760.85,2,2,3,Lost
1615,929,2,760.67000000000007,1,2,3,Lost
1713,129,1,760.59,4,1,3,New / Promising
1437,763,3,754.9,1,3,3,Needs Attention
153,208,1,753.15,4,1,3,New / Promising
1477,31,3,753.13,5,3,3,New / Promising
2547,133,2,751.1,4,2,3,New / Promising
2203,147,2,750.31999999999994,4,2,3,New / Promising
1337,205,4,749.6,4,4,3,Champions
322,420,5,748.95999999999992,3,4,3,At Risk
1741,356,4,748.34,3,4,3,At Risk
2735,741,1,747.47,1,1,3,Lost
457,244,2,745.87,4,2,3,New / Promising
1079,88,2,745.75,5,3,3,New / Promising
217,445,3,743.74,3,3,3,At Risk
421,229,3,743.67000000000007,4,3,3,New / Promising
1909,170,4,742.44999999999993,4,4,3,Champions
1797,530,3,737.27,2,3,3,At Risk
2875,809,2,735.8900000000001,1,3,3,Needs Attention
389,23,3,735.28,5,3,3,New / Promising
1888,992,3,733.51999999999987,1,3,3,Needs Attention
952,459,3,733.2,3,3,3,At Risk
2942,638,2,732.09,2,2,3,Lost
315,365,1,731.4,3,1,3,Needs Attention
255,399,4,731.37999999999988,3,4,3,At Risk
1341,243,4,729.79,4,4,3,Champions
1081,126,4,727.94999999999993,4,4,3,Champions
2605,21,2,725.9,5,2,3,New / Promising
465,828,6,724.09,1,4,3,Needs Attention
1352,357,2,721.27,3,2,3,Needs Attention
563,318,3,721.24,3,3,3,At Risk
492,572,2,719.1400000000001,2,2,3,Lost
167,593,3,718.54,2,3,3,At Risk
2858,375,2,717.82,3,2,3,Needs Attention
2382,769,3,717.69,1,3,3,Needs Attention
817,886,2,716.45,1,2,3,Lost
898,334,1,715.46,3,1,3,Needs Attention
863,300,3,714.73,3,3,3,At Risk
1042,196,1,714.39,4,1,3,New / Promising
1085,625,1,714.26,2,2,3,Lost
2165,434,4,713.27,3,4,3,At Risk
1956,926,1,709.37,1,1,3,Lost
1091,541,4,708.26,2,4,3,At Risk
803,89,3,707.87,4,3,3,New / Promising
1703,805,3,707.53,1,3,3,Needs Attention
1112,633,2,707.27,2,2,3,Lost
2472,314,3,706.93999999999994,3,3,3,At Risk
113,99,2,706.38,4,3,3,New / Promising
5,75,3,705.2,5,4,3,Champions
921,678,2,704.56,2,2,3,Lost
524,762,2,704.22,1,2,3,Lost
1448,19,1,702.76,5,2,3,New / Promising
1333,959,3,700.48,1,3,3,Needs Attention
1345,525,3,699.75999999999988,2,3,3,At Risk
1003,3,3,699.53000000000009,5,3,3,New / Promising
1666,99,4,699.25000000000011,4,4,3,Champions
2247,851,2,698.45,1,2,3,Lost
1464,838,1,698.01,1,1,3,Lost
1035,368,2,697.89,3,2,3,Needs Attention
629,4,2,697.42000000000007,5,3,3,New / Promising
1062,358,4,695.98,3,4,3,At Risk
104,915,4,694.51,1,4,3,Needs Attention
713,752,4,694.36,1,4,3,Needs Attention
1238,21,4,693.64,5,4,3,Champions
1476,869,1,693.31,1,1,3,Lost
1171,985,2,689.95999999999992,1,2,3,Lost
2692,420,4,689.01,3,4,3,At Risk
1130,876,2,687.99,1,2,3,Lost
2565,653,3,687.86,2,3,3,At Risk
374,840,3,687.31000000000006,1,3,3,Needs Attention
1175,933,1,686.74,1,1,3,Lost
784,802,3,686.72,1,3,3,Needs Attention
2630,485,3,686.47,3,3,3,At Risk
2644,153,3,684.89,4,3,3,New / Promising
577,303,1,684.4,3,1,3,Needs Attention
705,634,2,684.28,2,2,3,Lost
10,32,2,683.79,5,2,3,New / Promising
1507,17,1,683.39,5,2,3,New / Promising
1789,259,3,682.87000000000012,4,3,3,New / Promising
371,478,3,682.87,3,3,3,At Risk
1371,331,5,681.25000000000011,3,4,3,At Risk
2998,922,2,680.83,1,2,3,Lost
2462,75,3,680.42,5,4,3,Champions
1128,170,2,679.6,4,2,3,New / Promising
2507,816,2,679.33,1,3,3,Needs Attention
1070,532,3,679.22,2,3,3,At Risk
364,331,2,678.02,3,2,3,Needs Attention
932,1021,2,677.69,1,2,3,Lost
2884,233,2,675.9,4,2,3,New / Promising
207,10,2,674.07,5,2,3,New / Promising
552,162,2,674.06,4,2,3,New / Promising
1525,281,1,673.69,3,1,3,Needs Attention
2044,353,3,673.26,3,3,3,At Risk
2528,642,1,672.93,2,2,3,Lost
1223,650,1,671.24,2,2,3,Lost
249,247,2,668.36,4,2,3,New / Promising
1221,70,2,667.31,5,2,3,New / Promising
1891,722,7,666.19999999999993,2,5,3,At Risk
612,512,4,665.66000000000008,2,4,3,At Risk
2583,213,2,665,4,3,3,New / Promising
1636,793,1,663.33,1,1,3,Lost
754,26,3,662.72,5,3,3,New / Promising
226,349,1,662.21,3,1,3,Needs Attention
2064,893,5,660.6,1,4,3,Needs Attention
1511,399,4,658.34,3,4,3,At Risk
2677,60,3,656.3599999999999,5,3,3,New / Promising
2122,16,4,655.61,5,4,3,Champions
1056,187,3,654.8,4,3,3,New / Promising
1629,812,2,653.2,1,3,3,Needs Attention
453,24,2,648.01,5,2,3,New / Promising
1850,20,4,647.57999999999993,5,4,3,Champions
1709,109,2,644.86,4,2,3,New / Promising
1833,576,1,642.32,2,1,3,Lost
1939,47,3,639.05,5,3,3,New / Promising
265,45,3,636.78,5,3,3,New / Promising
2001,425,1,636.14,3,1,3,Needs Attention
1499,18,2,635.54,5,2,3,New / Promising
1385,191,3,635,4,3,3,New / Promising
85,867,2,634.68000000000006,1,2,3,Lost
1644,479,4,631.9,3,4,3,At Risk
2339,553,2,631.63,2,2,3,Lost
2423,907,2,629.69,1,2,3,Lost
1473,32,3,629.54,5,3,3,New / Promising
2147,584,1,628.68,2,2,3,Lost
2913,281,3,628.08999999999992,3,3,3,At Risk
1825,1,4,626.75999999999988,5,4,3,Champions
2114,647,1,626.56,2,2,3,Lost
282,143,3,624.75,4,3,3,New / Promising
2591,486,1,624.74,3,1,3,Needs Attention
1742,56,3,622.86,5,3,3,New / Promising
2864,401,2,622.0100000000001,3,3,3,At Risk
745,7,5,620.04000000000008,5,4,3,Champions
2766,322,2,619.36,3,2,3,Needs Attention
1218,113,2,618.19,4,2,3,New / Promising
1971,848,2,616.99,1,2,3,Lost
2111,821,2,616.93000000000006,1,3,3,Needs Attention
2554,944,3,616.86,1,3,3,Needs Attention
2073,489,2,615.42,3,3,3,At Risk
1172,162,2,613.42000000000007,4,2,3,New / Promising
795,291,2,612.05,3,2,3,Needs Attention
274,628,2,612.03,2,2,3,Lost
2378,754,2,610.44,1,2,3,Lost
306,935,2,610.3,1,3,3,Needs Attention
2722,11,1,608.76,5,2,3,New / Promising
1343,52,1,607.72,5,1,3,New / Promising
1483,192,1,605.85,4,1,3,New / Promising
1948,22,2,605.67,5,2,3,New / Promising
2917,289,2,603.7,3,2,2,Needs Attention
1237,4,4,600.86,5,4,2,Champions
118,422,2,599.53,3,3,2,At Risk
1559,295,2,597.1,3,2,2,Needs Attention
2637,909,1,596.27,1,1,2,Lost
370,62,2,592.23,5,2,2,New / Promising
2391,140,4,591.76,4,4,2,Champions
1552,170,1,590.64,4,1,2,New / Promising
1707,1013,2,590.45,1,2,2,Lost
1338,845,2,589.44,1,2,2,Lost
1839,409,3,589.37,3,3,2,At Risk
1139,631,2,588.57,2,2,2,Lost
1845,838,2,586.06,1,2,2,Lost
2952,52,1,585.88,5,1,2,New / Promising
88,835,3,585.4,1,3,2,Needs Attention
2738,723,1,584.61,2,2,2,Lost
2471,34,2,582.98,5,3,2,New / Promising
1330,717,2,582.71,2,2,2,Lost
516,278,1,582.34,3,1,2,Needs Attention
1820,706,3,578.55,2,3,2,At Risk
883,621,1,577.72,2,2,2,Lost
2526,99,1,577.21,4,1,2,New / Promising
2461,914,2,576.21,1,2,2,Lost
2664,564,1,574.93,2,1,2,Lost
820,1016,1,570.55,1,1,2,Lost
1768,282,2,570.24,3,2,2,Needs Attention
2603,500,2,568.66,2,2,2,Lost
2372,539,3,568.07,2,3,2,At Risk
1184,683,1,567.35,2,2,2,Lost
283,671,2,565.73,2,2,2,Lost
2656,441,2,564.87,3,3,2,At Risk
2188,535,1,564.63,2,1,2,Lost
2817,366,3,564.18000000000006,3,3,2,At Risk
2052,483,1,563.83,3,1,2,Needs Attention
1466,461,3,562.83,3,3,2,At Risk
833,80,4,560.94999999999993,5,4,2,Champions
2991,823,2,558.16,1,3,2,Needs Attention
2986,651,3,556.26,2,3,2,At Risk
2473,573,1,555.31,2,1,2,Lost
1986,168,2,554.79,4,2,2,New / Promising
1935,20,2,551.81999999999994,5,2,2,New / Promising
1233,833,3,551.1,1,3,2,Needs Attention
1878,557,2,551.02,2,2,2,Lost
2868,511,3,549.29,2,3,2,At Risk
323,24,2,549.28,5,2,2,New / Promising
1100,461,2,548.3,3,3,2,At Risk
224,418,1,547.93,3,1,2,Needs Attention
2815,494,3,547.48,3,3,2,At Risk
1192,727,2,546.76,2,2,2,Lost
229,348,2,546.66000000000008,3,2,2,Needs Attention
99,57,4,545.66,5,4,2,Champions
2649,444,2,544.87,3,3,2,At Risk
835,489,2,544.79,3,3,2,At Risk
369,920,3,544.09,1,3,2,Needs Attention
2412,940,3,543.94999999999993,1,3,2,Needs Attention
1944,92,2,543.57,4,3,2,New / Promising
879,341,2,542.74,3,2,2,Needs Attention
2065,29,3,542.37,5,3,2,New / Promising
559,16,2,540.37,5,2,2,New / Promising
973,138,2,539.81999999999994,4,2,2,New / Promising
2750,887,1,538.8,1,1,2,Lost
2950,421,1,538.37,3,1,2,Needs Attention
2209,279,2,535.84,3,2,2,Needs Attention
2095,1009,1,535.67,1,1,2,Lost
743,3,1,535.51,5,1,2,New / Promising
237,546,2,535.3,2,2,2,Lost
2482,426,2,533.78,3,3,2,At Risk
150,342,2,533.76,3,2,2,Needs Attention
2741,1051,4,532.57999999999993,1,4,2,Needs Attention
1706,577,2,531.8,2,2,2,Lost
2600,144,2,531.5,4,2,2,New / Promising
2467,85,2,531.39,5,2,2,New / Promising
276,770,3,531.18000000000006,1,3,2,Needs Attention
1824,198,6,530.62,4,4,2,Champions
1439,144,2,527.91,4,2,2,New / Promising
430,346,1,527.42,3,1,2,Needs Attention
1402,959,1,527.12,1,1,2,Lost
2464,65,1,526.94,5,1,2,New / Promising
1964,1030,1,524.96,1,1,2,Lost
1869,378,2,524.8,3,3,2,At Risk
2296,379,2,524.1,3,3,2,At Risk
2206,211,2,523.58,4,3,2,New / Promising
2439,847,1,523.16,1,1,2,Lost
2408,558,2,521.95999999999992,2,2,2,Lost
159,909,3,520.72,1,3,2,Needs Attention
2544,624,3,519.97,2,3,2,At Risk
1064,780,1,518.86,1,1,2,Lost
368,245,2,518.62,4,2,2,New / Promising
388,450,3,518.12,3,3,2,At Risk
2049,52,4,517.81,5,4,2,Champions
1355,1028,2,517.07,1,2,2,Lost
2103,555,2,514.79,2,2,2,Lost
405,471,4,513.59,3,4,2,At Risk
2955,816,3,510.63,1,3,2,Needs Attention
2553,10,2,510.57000000000005,5,2,2,New / Promising
