customer_id,first_order_date
2812,2023-10-12
820,2023-03-21
1587,2025-04-09
1832,2025-08-30
2611,2025-08-04
628,2024-07-19
1222,2023-02-21
96,2024-01-18
492,2024-05-19
564,2023-09-21
1097,2024-02-27
2975,2025-02-26
2865,2023-09-16
656,2024-06-01
1191,2023-07-27
1208,2024-05-17
1303,2024-02-29
1448,2025-12-12
1725,2024-01-02
1924,2025-10-01
713,2023-05-15
723,2024-09-15
1390,2024-10-08
1575,2025-07-09
1992,2024-02-02
2211,2025-01-29
2264,2024-06-25
2848,2023-02-19
37,2025-05-18
45,2024-05-12
475,2024-09-22
483,2024-09-16
674,2025-01-23
810,2025-03-29
918,2023-10-04
1091,2024-02-22
1109,2024-06-22
1142,2023-04-07
1263,2025-02-18
1317,2023-11-23
1896,2023-03-09
2549,2023-12-21
2655,2024-07-07
2955,2023-05-27
186,2024-08-18
833,2025-07-07
1775,2025-05-21
1859,2023-05-07
2475,2025-04-15
2741,2023-01-21
180,2023-08-11
1636,2023-10-30
1796,2025-05-24
2318,2023-03-15
544,2023-09-30
726,2024-09-06
1079,2025-07-30
1558,2023-10-23
2909,2023-10-11
99,2025-07-27
269,2023-04-13
333,2023-06-13
1035,2024-12-28
1171,2023-03-17
1233,2023-07-05
1445,2024-01-23
1601,2025-12-08
1732,2024-10-22
1827,2024-08-05
1829,2025-09-18
1854,2024-07-10
1994,2025-02-08
2169,2023-12-04
2488,2024-08-31
2644,2025-05-04
2991,2023-09-06
1560,2025-04-03
2701,2024-04-29
2747,2024-11-10
349,2024-11-07
411,2023-06-24
487,2025-10-25
539,2024-07-04
658,2023-05-21
1395,2025-09-03
1653,2024-01-01
1683,2023-09-10
1946,2024-09-30
2390,2024-05-13
663,2023-07-24
754,2025-09-27
1006,2025-09-23
1540,2025-01-19
2155,2024-02-20
2756,2025-06-18
403,2023-10-07
432,2023-10-07
1060,2023-09-23
1070,2024-06-28
1306,2025-10-10
1447,2023-08-08
1967,2024-02-04
2336,2024-05-13
2525,2023-11-20
2552,2025-12-09
2660,2025-11-11
44,2024-03-20
108,2025-12-29
307,2025-07-29
437,2023-12-03
557,2024-06-16
712,2024-12-15
749,2024-08-27
1368,2023-07-13
1559,2025-01-16
1748,2025-01-07
2265,2024-06-12
2361,2023-05-09
2755,2025-06-10
2864,2024-11-25
2882,2024-12-31
2899,2025-05-29
2946,2025-02-26
197,2023-07-26
422,2025-04-03
863,2024-09-30
1897,2025-08-05
2006,2025-09-16
2068,2025-06-23
2232,2025-06-05
2962,2024-07-29
264,2024-04-20
274,2024-03-31
577,2025-03-03
862,2025-10-24
942,2025-07-17
1013,2025-03-10
1221,2025-07-13
1385,2025-05-28
1438,2023-11-30
1918,2025-06-09
2159,2025-09-11
2449,2025-07-26
2477,2023-03-30
2576,2023-04-23
126,2025-03-18
428,2025-01-14
1473,2025-11-10
201,2025-06-23
267,2025-05-16
586,2024-09-03
782,2025-08-20
936,2023-12-02
965,2023-04-29
1333,2023-04-10
1354,2025-04-01
1742,2025-09-30
1783,2024-12-25
1950,2023-05-03
2091,2023-07-02
2898,2025-09-16
208,2025-08-09
780,2025-10-08
883,2024-04-19
1407,2025-04-05
1612,2024-03-28
869,2025-11-11
1132,2025-01-06
2345,2025-09-05
367,2024-07-03
370,2025-10-27
826,2023-04-28
1349,2025-05-11
1386,2025-05-18
1475,2025-11-16
1574,2025-09-20
1689,2025-10-02
1866,2024-11-12
2064,2023-03-23
2321,2025-10-16
2466,2024-07-24
359,2025-03-21
1100,2024-08-29
2456,2023-12-17
257,2024-09-14
421,2025-04-24
811,2024-01-29
2245,2025-04-19
2841,2025-05-18
560,2023-11-20
756,2023-05-18
2874,2023-05-15
255,2024-07-11
318,2024-06-28
450,2023-08-31
669,2025-09-21
808,2023-06-23
1122,2023-03-21
1157,2024-12-08
1256,2023-12-18
1545,2025-01-10
1633,2025-06-23
1685,2023-07-24
2302,2024-03-22
2350,2024-06-01
2578,2025-07-02
2739,2025-10-18
2802,2025-12-31
1,2024-09-29
384,2023-12-10
797,2024-05-19
1409,2023-03-02
2311,2025-12-11
170,2025-05-31
394,2024-07-05
406,2024-08-29
1275,2023-11-23
1585,2025-01-15
1951,2023-02-17
2061,2025-03-25
2859,2025-07-11
85,2023-06-29
682,2023-05-05
1234,2025-01-19
2693,2023-08-11
52,2025-06-13
279,2025-07-20
300,2025-03-20
1588,2023-08-27
2027,2025-03-07
2894,2024-10-25
896,2025-04-04
1187,2023-08-10
1789,2025-03-18
2634,2024-07-08
231,2023-05-05
725,2023-07-12
850,2025-05-03
1061,2024-10-12
1158,2024-12-02
1176,2023-05-31
1285,2024-02-08
1710,2025-01-13
1760,2023-12-26
1837,2025-09-08
2099,2025-09-23
2357,2023-08-22
2373,2024-08-25
2500,2023-11-06
2706,2025-03-13
15,2023-09-01
1563,2024-01-12
1621,2025-03-14
1626,2025-06-15
2412,2023-05-04
934,2023-12-31
1130,2023-03-25
1770,2023-03-26
2028,2025-06-23
2273,2024-05-04
2437,2023-11-12
2451,2023-05-07
2719,2024-02-05
463,2025-08-05
1095,2024-08-02
1504,2023-10-30
1586,2024-02-18
1824,2024-08-11
2811,2023-06-05
415,2025-07-09
1186,2025-12-09
2977,2025-03-27
157,2023-08-10
365,2024-10-28
1064,2023-11-12
1131,2023-11-27
1470,2025-11-27
2080,2024-05-27
2238,2025-06-10
2531,2023-07-19
2621,2025-06-15
2868,2024-02-17
282,2025-03-16
465,2023-07-23
703,2023-05-24
1304,2024-08-27
1819,2024-12-10
47,2025-08-20
136,2025-02-19
1372,2023-09-02
2597,2025-01-14
2600,2025-07-22
2939,2023-03-30
762,2023-10-06
771,2025-03-07
2058,2025-03-04
2710,2024-07-26
2983,2024-05-03
290,2024-04-19
644,2025-01-09
898,2025-01-31
2380,2024-05-02
2385,2023-06-27
2524,2025-12-16
2642,2024-09-14
2661,2024-12-07
2684,2024-01-19
2734,2025-03-22
2893,2023-02-09
118,2024-11-04
602,2024-11-24
1820,2024-01-08
2221,2023-09-26
1679,2024-12-26
1751,2023-01-13
1944,2025-08-28
2138,2023-08-10
704,2025-12-16
1825,2025-07-24
2754,2025-06-19
2973,2024-10-03
238,2025-09-03
592,2024-04-11
670,2025-11-30
1156,2025-04-03
1181,2024-09-09
1377,2023-09-07
1507,2025-12-14
1509,2024-01-03
1702,2024-08-30
2095,2023-03-28
2121,2025-02-25
2324,2023-03-03
2784,2025-10-12
2806,2023-11-19
715,2025-08-05
853,2025-08-05
1828,2023-12-26
1915,2023-09-13
2677,2025-08-16
386,2025-02-01
404,2023-10-07
866,2024-09-09
914,2023-03-08
1046,2023-04-07
1727,2024-12-24
1953,2025-10-07
1956,2023-06-19
2092,2024-03-02
2803,2024-10-08
122,2023-08-02
556,2025-02-15
761,2025-01-08
1684,2025-02-25
2048,2024-01-23
2166,2023-05-19
2215,2024-06-11
600,2024-02-18
1401,2025-09-29
1421,2023-10-15
2833,2023-04-05
498,2024-01-05
591,2024-07-09
612,2024-04-23
1570,2024-06-07
1696,2025-03-24
1800,2023-12-01
2593,2024-12-29
